1,32360,109854,19228,16433,103887,94285,91290,103015,93601,67902,52905,50636,31912,23059,15893,51451,55738,50410,38501,76208,108428,30474,100116,14324,28736,11736,98420,46501,95241,76054,46297,111083,46098,87837,112813,48138,107089,11143,20631,111349,109280,54168,8559,81363,80461,35247,45588,24005,33366,97693
11,10528,113564,82122,27800,80396,43924,31527,18952,10800,68105,55774,20389,15844,8953,9012,8926,34835,50203,32237,54197,56339,75688,26710,4388,64815,61087,79345,32771,14521,36833,115538,83860,63453,15714,100117,27893,32892,97588,65122,71591,29053,90448,109233,10214,52129,21517,24917,47361,96461,68918
22,376,34419,34078,5463,39469,49603,8338,30562,10513,115206,895,6830,81106,100827,43263,1894,86011,34958,570,308,6969,43117,47804,14925,38606,3907,83510,11281,27269,6248,1313,113508,89963,87830,103330,3157,6819,56104,56772,13351,2437,85728,228,4619,4672,108852,516,99843,3013,6233
34,69874,3369,25102,4369,12274,10236,65417,21677,36518,14831,19645,32066,597,7768,103832,51050,74767,79823,91317,17849,102715,32850,14055,4884,42454,86980,36160,93093,1661,13610,88945,86938,60501,57014,95336,8526,31921,121,652,33844,77624,14819,80945,12195,44230,72748,73307,18345,6496,83097
44,88371,25454,95536,25356,25178,109920,25197,99141,25306,25339,69943,110318,77047,115298,89255,4640,26714,16205,25385,25260,70414,89798,32142,25525,53276,63007,101183,67275,25340,615,28045,69657,110172,27179,54748,45278,73822,81956,12339,27378,2514,112823,99108,78709,80464,27920,3186,38687,80333,36308
45,115561,115905,116292,111829,2155,114551,4090,111774,102105,35850,105276,48954,1771,113633,114077,85758,114929,111191,112852,111215,11275,10108,21520,112884,97863,83723,66090,116135,87057,84546,26489,97607,34192,96937,11903,93904,114893,25445,21268,111576,79691,14303,109632,112638,21622,111170,113247,115792,84267,115093
55,85459,59795,4159,56455,33547,99150,100510,53403,62902,81218,101350,100940,49353,17310,5238,81926,25156,81759,5939,7919,61847,11768,80618,40981,14857,51281,77064,55210,105045,94793,32451,61676,57881,3326,78680,35913,24734,37720,72237,43008,23650,28690,19742,41162,48827,58504,69488,103141,112183,1750
66,42985,37665,22404,53845,85661,51182,76806,42483,43440,60349,72872,70452,20115,63028,73287,87016,77822,26045,50614,66752,45386,60165,24818,63511,36071,72970,25473,96237,65476,93353,27944,78868,43017,89524,47570,50506,80679,28063,87826,60160,71618,17663,22383,41604,43211,25339,41903,72841,25399,88900
88,19257,49587,111447,30337,109662,24986,1299,84608,21178,22804,36193,22510,17643,23301,85373,107358,68154,36660,9545,14946,23505,79770,36823,77375,100991,41533,103264,73689,9567,58478,40809,85435,71640,97573,99383,99104,114269,62567,69232,112804,49780,82141,44530,37386,97269,48067,95885,101100,92514,94856
89,89194,42198,37351,93726,93492,88555,26352,23526,8373,105276,76002,61854,11848,18115,89563,18238,116292,18075,44690,106817,34211,99989,9857,32003,66464,86401,87057,61921,87121,61128,20668,79643,19894,27297,87395,21524,22801,28117,28864,69415,69921,71128,78641,98639,89185,92683,93123,96626,98450,101192
99,3169,110988,16889,17602,21440,77248,7728,51945,39391,42059,78710,69416,24393,38201,27470,17255,11761,69072,16113,373,92987,34986,40693,498,11301,10306,13710,44047,1995,12839,70124,40581,89255,115298,38979,89219,93384,38794,65872,70153,11590,128,64159,47680,368,39653,9349,108132,62632,9882
100,100089,17927,76674,85366,2807,92321,114874,107863,57797,108110,11290,22929,49034,6569,116514,104419,44114,43045,110743,47176,68090,74086,113990,81320,78583,20613,103530,46497,31582,46373,114262,98603,111831,96314,69976,21558,42219,89065,41980,66126,80346,39268,43628,49485,52712,112676,57780,37212,115707,112061
111,98353,113775,54272,103320,108501,45617,79511,104790,113511,103207,84375,70413,20493,109770,75663,112327,59752,101862,105112,95428,106763,62245,98572,109064,46342,66488,97685,105383,106378,109764,110012,93592,108870,71200,105745,95319,53183,74384,40598,18929,96640,67337,28157,34749,108682,113755,55190,94774,77913,81572
122,25684,47555,11307,37775,64052,23630,10990,85661,38616,40843,67181,88701,37757,2304,13921,46811,39019,45908,92023,29649,88346,3476,11037,13742,50122,105661,91850,25353,45278,81717,31112,94867,38169,83945,48201,62608,83919,67672,79671,1756,111835,75268,29418,6004,36886,16325,89296,77348,76311,69892
132,115561,111170,113633,114539,105276,114893,115905,80565,113504,116123,111774,116697,115093,114896,109632,99852,115755,114077,112852,40083,111576,113941,112351,114740,111715,98499,112709,111955,113203,114294,115924,114961,85559,10263,116598,102299,116106,115792,110464,113871,11747,96904,79665,104728,116115,113882,78292,7197,7745,14106
133,15719,44552,14558,48296,2304,73879,76576,63131,52168,99835,75101,5307,75059,15062,77760,110218,81712,27706,105101,34750,1495,98443,97696,74261,37361,11268,937,12232,62668,1954,109807,101415,109627,43930,69631,34901,64768,114542,10236,107307,36596,69318,59535,46428,53042,101233,35297,46617,68998,90974
143,111872,47569,49281,46094,81949,77734,54653,68311,82671,51746,21919,48282,27633,103930,67023,65086,14371,58689,46719,80619,103534,25627,66176,45934,84901,88936,44645,54261,79785,64173,57374,93707,54730,50535,47175,82856,22493,20222,40037,57658,57988,57929,52965,8942,25921,11149,9437,98454,99150,86435
154,74508,60313,68127,90660,34159,46763,92598,17722,99689,81581,81865,78808,8046,74059,107740,91619,10578,69449,58762,110192,95329,55217,64034,80775,68047,77746,80278,79321,86663,33188,112722,79212,31634,68649,96238,14468,69194,64742,21191,57641,31605,46767,83440,85197,16525,85768,64416,90794,72509,19654
155,51155,77724,9496,27563,13016,44223,68988,68287,76630,108972,69223,64933,12442,87205,61847,48064,17833,28820,47224,111774,21210,106155,64777,70665,52680,46963,16291,93447,89139,100404,110141,115141,103077,72520,14719,10554,16391,105378,111715,91353,64443,65617,40487,68947,99743,85447,49756,51402,80301,96309
176,2289,12993,102764,114129,59783,24256,52458,52558,27491,76415,73083,6891,18807,56165,93498,15019,25458,105695,53232,99394,25199,111848,50601,1261,56855,39069,13909,13912,40845,46017,41260,91636,82143,104261,46317,2807,221,109460,38553,38223,3371,71982,116218,50305,76356,25118,100972,21260,75391,112466
187,113264,113235,2881,86207,64407,72619,53758,111807,110381,42923,88928,27909,28633,101350,60156,11709,54308,70486,30424,43980,40286,105602,40572,14593,97799,54720,88649,77665,17962,81790,112001,111795,8084,93639,55238,109651,41973,109727,9571,2780,16070,31588,107668,84002,63716,48735,31524,108172,79627,72875
188,85742,30337,6930,82424,85463,44910,93898,69305,94191,100150,82288,62335,27427,97156,59176,79311,48852,27896,58603,32764,57818,40944,104281,17821,91033,96271,51407,111600,104042,85395,101077,103009,106975,106501,104648,6208,84526,4548,68947,111698,60655,81085,30210,15957,34879,69930,17318,40242,91588,76270
210,65505,173,76980,81992,4692,18193,32419,53900,73836,93226,102640,103379,88739,4693,99554,63914,21226,71640,95683,99627,39724,107530,104237,2477,11336,7488,93904,84611,85564,7615,66488,15616,5704,25871,39948,89732,99048,7021,44407,83624,43695,63775,111798,43825,64714,70817,96640,96852,44690,64238
221,6513,63487,45239,6269,59548,94315,95433,2777,103481,13223,68458,84064,106996,78930,60081,50926,48784,39241,68072,38979,66181,25790,78220,11999,44503,66812,67599,15194,3476,15351,31353,76529,78499,53681,82445,110192,13603,103672,23007,36222,74860,11787,16946,96240,77973,75047,59505,99202,82837,111303
242,79392,25005,114514,74890,76757,12571,8133,60411,82256,39635,63140,109616,95847,53063,93291,64229,59790,51902,44344,61991,54846,15676,15568,45036,53683,52933,7284,375,43901,53666,101432,19928,14032,11765,9919,11376,104579,66458,23892,71308,25828,50862,74905,27452,65441,12621,1120,37131,68562,44950
243,49337,65687,93563,27915,25774,56766,5811,51699,762,1072,24386,106094,37367,94581,6859,6582,91563,80303,62094,63482,35386,106573,21600,30247,52897,67272,37646,8377,58411,50831,50150,48112,83909,85911,86868,94652,95818,69094,49093,17605,4538,46667,31698,89838,49314,65827,57447,82455,7143,43740
253,27671,15673,42059,78299,37187,41531,7092,958,24850,17687,9331,32635,15968,25196,51077,4944,88082,48103,10026,15075,582,18997,65936,72052,88719,47491,17713,27690,24820,17263,55695,1064,51476,9253,5104,14974,23328,66463,70828,49605,33425,40081,80178,11054,26559,33066,80259,42705,23244,96162
254,93252,111622,100644,81023,45162,26440,10053,19355,50060,106907,40834,49038,41263,66909,35164,16752,6930,18107,8031,78633,44854,36688,51320,115852,103730,32215,99236,108836,17561,62951,62335,28685,74290,46083,35106,17087,34879,15151,73483,81975,96870,108731,112159,113021,113522,92088,97366,43152,53920,59680
264,115860,113569,116349,116437,111024,113418,93772,114380,112489,115524,87107,82029,88043,110872,94397,106804,77095,37960,114201,49768,100604,110486,58865,109233,111444,49854,42159,95295,75625,85292,28507,101438,45431,70627,91087,101596,63217,103051,19118,23583,95008,37170,103775,106147,114027,108513,104761,110899,86079,36080
265,42654,61873,24418,2957,48081,81636,23936,39390,34898,4004,18970,81584,98487,75090,55854,15618,93057,80082,29740,46634,63893,27079,26972,25812,39053,64796,74003,64567,99872,39785,20405,81706,110903,40939,11767,50029,36552,7429,95920,40899,52409,63862,53021,38430,41085,21373,63791,29535,110102,81530
286,3566,94688,63792,73790,28554,73651,111256,66011,108572,81326,21010,79618,56285,98648,96714,75923,72772,38981,63857,32844,15144,16211,86944,71425,14302,33817,34905,82960,32397,45722,61522,80183,98174,99437,55052,55070,56088,107512,66353,102196,74644,64110,37534,11284,1241,25063,25271,75569,34210,45069
297,7099,12428,6437,115081,95655,25278,73983,7208,61653,93273,62238,34002,20249,1188,811,109184,7900,34878,10185,83132,10682,108365,89385,78118,53289,49556,96290,18248,112370,26124,25809,84869,58286,70075,79620,102205,51919,7884,13030,81583,16104,28191,23189,77141,68341,12340,66433,14828,109156,38871
298,83508,108994,104258,13190,32251,57268,65563,76298,84620,6919,19084,43713,84018,76884,34750,67287,90081,44667,56932,34644,59278,62303,80065,108723,97890,73838,80822,3975,66425,61080,66127,51101,104653,116513,98129,57616,55962,28217,109961,76727,26295,33854,30548,105333,109229,108996,55321,3717,73027,101797
319,55098,80876,95600,63756,13576,10573,65177,69762,110761,62823,57025,31880,49940,6177,55815,111195,47220,50034,27894,66433,8925,86693,112647,82468,48904,41270,109600,99945,6346,79375,115924,65491,7737,81433,31077,101637,34947,24994,3166,12716,104808,114132,72816,10941,76875,52365,95640,75842,70733,23346
320,102372,109516,35717,74942,102462,25508,60408,99776,77161,16342,76508,69536,39984,56993,88467,87129,57245,61873,47332,72955,19294,76126,11227,47185,78975,81409,34839,81779,108229,98676,95836,112406,10587,6328,2024,80091,7990,43743,89726,43532,59006,34916,107957,8926,35807,105064,82995,59009,91694,109186
331,45283,112331,30208,116111,39312,64595,8392,5238,101197,109256,61486,39369,32183,37275,68686,113465,91187,113758,89099,38788,90001,106089,101145,79731,109228,9781,50520,1158,78389,4941,108994,95640,87818,113460,116515,116513,116509,45836,41434,46227,13345,82910,99320,103523,82596,74942,71947,71314,59139,60074
341,109819,15166,140,41406,108107,8842,11687,23328,25960,2827,83944,86462,13948,74450,3507,1954,112884,6173,45673,13308,36729,9727,90392,12264,24165,59889,96708,90215,8952,89335,2046,2017,18239,115009,27026,91892,98365,52213,17975,25492,46956,57688,84355,10399,13441,5132,3066,25200,88324,89542
352,45913,66042,6294,37794,26846,99074,103481,86877,69756,6563,106324,26932,93814,6876,14668,99480,26607,40737,2453,98157,11805,33793,41863,81367,13158,107013,107805,48023,61248,16983,26471,85555,14979,104317,105959,40240,49459,49775,99649,48468,39402,26325,26478,82398,26289,12823,36944,94389,26795,26708
353,42304,21256,33432,43218,97973,36702,83098,54056,41584,94952,92004,70148,60544,3921,7920,37798,53553,78294,93345,32851,1355,33147,10657,77439,26055,31716,12888,86629,15330,15839,37576,68041,46325,33626,82022,29953,40101,778,68543,46587,15650,49126,116498,52952,925,14599,58135,65438,67234,66013
363,113569,115860,116349,116073,112489,114380,116437,87107,111024,93772,114201,110872,113418,88605,85292,103775,82029,94726,106632,79868,95240,77095,110486,102292,48622,102105,64838,95008,83343,106804,112556,44764,102082,115290,105689,96524,114027,115639,70627,13917,3217,85467,91033,2144,78442,40608,36868,115648,107010,7473
364,12236,91559,19688,62604,74024,93222,2220,84836,86980,52984,69558,90463,30774,41919,92330,16822,78805,446,57652,64932,63118,81839,18020,21670,10731,87367,33757,21016,48852,2371,20941,70888,4552,2802,13749,5793,110114,70417,17576,19195,38224,22133,24026,75425,48441,582,72314,60118,111134,70427
374,38445,90482,91686,90555,5913,12015,22702,31002,56347,105619,2503,82497,91312,7215,24454,74530,92141,101192,46491,42077,25566,95690,70550,78970,63846,107622,33302,37511,66529,9806,43476,51810,88627,109165,85513,90192,80851,35456,36371,112560,69778,94697,103026,81027,13424,38910,54096,46553,87218,72075
385,31880,19231,69762,25034,57349,414,34685,504,74230,111708,85173,71595,4843,83149,71406,85586,85292,151,111940,50940,21467,68032,29846,773,88058,26165,54206,22280,22,67585,11083,22066,36564,15081,8394,65908,50305,114793,115846,73603,18172,91576,47541,52558,1198,24557,38395,56171,79868,37262
386,22595,59120,86931,26872,103365,66412,82102,27302,60580,70986,87187,36348,47152,82485,70403,43969,42212,36231,112295,58916,19965,74657,46832,46312,19844,92183,43281,40199,72237,24768,112233,89360,8994,47165,78226,110954,106555,86161,69948,35164,49977,55261,57616,40931,11720,76411,96290,105687,80125,113322
396,101458,116032,106765,108268,101730,101452,104187,106289,108258,101473,108269,113808,112275,104138,108278,111009,104189,96551,114871,108271,104194,113794,102123,113587,112111,40987,92931,101744,108499,76806,109794,76861,19602,94024,71029,84876,116067,38954,36118,112801,41682,47828,76244,2959,104820,18345,44284,86217,54983,69189
407,61471,79641,93525,70204,70206,81421,70126,83097,57882,77733,62413,74935,51170,44049,4851,30672,79837,20971,3083,29915,71803,101857,86312,10804,50686,32701,7304,6388,29987,27427,11652,11460,105165,32557,3416,4461,5732,38905,90414,98059,3715,109193,40516,19739,109152,107544,6885,52268,30592,10959
408,53718,20105,32884,42382,22973,65472,93023,49452,113841,10501,1198,57445,37447,63862,74264,35286,55962,29114,19112,70888,274,52670,5292,44195,78470,106561,30996,36931,44393,37493,4642,5065,40882,25118,7483,6006,22129,28691,82198,36283,28920,58540,86750,35149,28404,48950,60206,27140,103098,88955
419,43740,53954,9732,21500,22007,4871,4022,40414,22605,20077,68178,27950,113187,53182,13661,27013,87187,17813,54262,24386,16815,112347,70872,71510,90219,110825,92363,92360,5307,55571,66428,113903,29006,30265,97849,82501,25774,1072,5176,51699,57447,82455,7143,18128,89823,69088,53953,50150,40827,105579
441,77882,52449,50900,5413,30744,24582,48099,11668,5907,53809,95121,21140,9010,44948,7200,1113,9422,3151,64113,46036,66955,24827,21411,99959,82129,8480,101997,91570,83261,55821,8557,68586,25574,50694,18474,98842,27583,72755,34213,38304,45916,28210,44765,101409,92825,99445,77030,81649,26301,102288
451,69820,53128,21919,101597,69651,18280,44026,105989,89200,17438,47716,66234,73043,88679,108857,103670,63705,23829,105127,60866,98430,15972,42104,43355,47740,97974,98728,99873,112432,51394,108911,63909,39028,32801,32450,25388,71071,79754,78182,30640,37099,49541,108329,55992,46612,58329,84207,100250,1990,108986
452,30102,79412,40185,90661,74166,92066,74117,73038,66685,17118,34369,49314,42014,6340,99099,60176,24996,44492,95432,52993,78113,83755,52503,102945,12304,16960,25664,57590,34416,1363,78016,26509,51220,87127,73651,25399,24395,89099,25282,42060,95832,1854,97923,97056,43126,13227,79405,46726,91290,26109
462,33188,47839,81646,103237,11280,34104,9192,66903,18040,108205,24794,51827,25078,81881,21620,13472,103295,57803,48175,53384,47622,76185,116106,52422,105883,57627,71764,9428,22179,78267,77966,53378,107496,103204,64572,84438,87222,78721,113593,86551,98767,64534,50304,24163,99528,93353,88432,89798,89753,111077
473,115561,114539,112107,116292,111576,66091,113671,105276,113871,111215,112351,114268,113941,114896,104728,2606,111170,111829,29206,113045,23189,1059,110968,37162,94962,114077,110598,115924,1543,110464,115093,61421,39451,22126,116697,111955,61000,24043,112578,7745,110133,36557,46350,73701,110823,114740,110390,11747,872,112109
474,103560,92248,60029,98849,99746,92251,90303,113364,112849,102803,108682,80357,108498,71215,112327,99281,95319,39481,79938,114823,59920,110657,54272,78404,83607,46919,77022,41471,80765,39826,74470,61402,14307,85676,107642,19372,75925,36698,1655,79511,85226,85547,38246,113765,99136,5559,10860,48112,95299,93419
484,16167,86929,77665,56830,106824,55212,76376,18370,107547,86063,78823,47323,14053,2148,65082,24423,82709,32630,11880,13287,17499,20193,89986,109153,114026,76758,39896,26055,35118,59093,72838,6522,75780,68414,109519,103242,94511,89193,88463,45361,54279,66545,83402,67200,25298,95204,84860,93291,100579,91226
506,105276,116292,113671,114077,113633,113871,111576,52677,1543,114893,115093,115905,111215,112107,114294,38764,111170,114744,8323,42010,72257,113785,100514,113045,111829,96904,31370,110464,2811,108644,103640,34788,70075,72543,112792,52276,110442,113434,11747,110390,15290,12799,17783,40083,111955,77248,113869,114022,29400,112351
529,23564,15274,18861,8897,38497,21642,17777,16768,12056,36917,43472,17813,15977,8900,107217,44255,9509,19246,29116,19104,43099,14713,73535,63151,2246,25324,44235,111833,31626,26706,28470,100804,42274,8643,73593,16244,62601,42164,57221,59038,70564,29486,59457,74485,104859,33278,90224,35352,38107,47402
540,63877,54570,83903,2549,7766,24941,32630,34578,73869,93345,86067,57125,69622,72501,92394,24259,16342,39209,46183,51301,82032,54402,68022,80167,105562,81306,71672,13647,104538,22465,58364,72746,77350,101597,97397,11164,109127,70832,64357,55518,36189,9517,99041,94385,94172,83416,73782,16379,49182,99595
562,46686,14719,59902,103235,61155,104812,89791,102410,106154,73589,2104,106758,23997,110407,11947,59905,10053,93359,90577,54692,52448,40834,38790,106907,101205,36916,99660,102429,111447,115553,21692,76851,99071,34492,106323,32775,16653,74657,89744,83405,12444,25134,49337,80839,95017,90225,61265,64357,73350,79532
572,65566,30633,28249,90441,48570,93854,68485,73875,66612,49965,91479,66631,67572,68480,9679,93863,24420,27816,8745,25061,67566,93842,92531,49445,3134,92658,67575,8324,47159,63790,91656,90444,46284,48566,35962,66614,87534,65792,48274,48194,91485,349,28846,92538,65836,66591,93845,65569,68474,93839
573,30608,101136,75683,63711,46761,46410,64683,17864,1747,92196,15988,102343,9428,75966,47703,24815,57518,48325,109868,14065,60303,84592,108563,42429,46591,50970,9508,79491,24187,7386,21438,89865,28519,37618,20309,28794,106787,48637,4,45935,111123,106619,95595,55785,6530,53644,17232,114310,26129,42516
583,49896,45132,10147,18368,27900,35012,20763,37981,30776,82644,13924,64262,20603,13707,66964,75137,43008,12880,2889,2700,47687,26014,40789,34192,18099,14363,18229,71739,26844,7535,4895,31008,74570,13450,84539,74413,2089,41531,48531,44805,85173,19262,1113,62813,12816,25798,79907,112901,4228,25230
594,107570,480,31211,106745,91205,102105,6418,64740,95983,48830,104410,109212,14094,85383,64140,72687,32315,977,107010,76154,4922,9013,58729,74711,103033,33263,4429,78923,56220,65955,16566,50820,13873,92630,677,11846,113383,34715,85329,40334,51214,109645,88555,12410,37084,108786,14538,78994,12847,99530
595,92263,74935,69040,77444,35022,91675,55935,92783,63297,32199,30814,29166,24664,22298,4570,90022,26031,58716,2303,76382,99371,91266,84902,43545,13763,24674,26861,28683,64959,30602,57653,46311,45203,84140,68423,12940,71497,17027,50325,97274,45463,2691,70010,70980,109638,61007,72646,70769,101826,105420
606,48225,1916,18584,4018,3524,48622,71690,25422,53926,35140,102665,114183,18435,12104,76054,8789,20826,90271,94797,75045,14673,91882,85823,53222,30528,1480,47573,84682,54200,94455,59374,60255,53639,32992,57053,3530,61102,58228,61123,10384,37807,94867,62608,83945,38169,48201,83919,18646,104020,105224
616,12476,233,27902,39419,110878,6045,57445,87173,43834,2144,78442,91033,64371,2333,67006,72284,30677,47049,108159,12412,44303,100991,5059,23832,89157,22299,95381,45654,7607,10496,25492,42906,44149,44687,1362,23844,44764,112556,4018,25507,32563,33137,92277,19550,52199,63083,45687,13709,76201,88441
617,32059,108515,73459,1845,61845,80123,52308,110884,20084,51897,49241,44395,22494,36042,199,5522,47833,8253,111523,37013,71194,71088,17683,11589,41437,10767,89456,83246,14262,115734,44476,111398,87812,62212,73359,19678,57770,17057,73889,30822,70437,4396,36124,8310,20960,29167,38586,81459,46273,94652
628,56016,56768,100099,26730,77831,78641,107964,37939,62951,53059,89457,101807,68120,81232,9683,9555,55813,42860,83257,95867,16252,30587,27656,80885,5194,57041,88632,46678,59255,8052,39133,19739,19506,221,73280,58966,68566,13708,25513,89883,77052,33603,42239,60374,65380,86956,15157,103417,72486,41641
639,986,17581,12961,24820,63612,48694,5097,64246,29067,49367,9858,2893,18640,2713,26213,64334,25196,76492,26726,41507,19564,4944,2567,6330,9731,48061,85898,47905,43887,57536,69378,1102,26380,72748,88462,12711,82224,18513,8547,49203,48407,26096,67097,13464,8938,63783,46257,49323,27208,70358
660,40677,4242,87299,76961,41741,35842,39926,82450,10356,35327,102716,104648,55103,90180,90959,79338,84370,21810,94026,56307,20055,14241,24563,54130,73342,101370,94915,77282,55266,33199,84744,83171,11709,40483,45707,84310,85932,30792,11854,96374,86413,57923,77120,91842,92137,107304,20975,48836,76618,45663
